Unnamed: 0,Patient_ID,PREFIX,FIRST,MIDDLE,LAST,GENDER,BIRTHDATE,AGE,MARITAL,STATE,FIPS,PHONE_NO,DRIVERS,SUFFIX,RACE,DEATHDATE,HEALTHCARE_EXPENSES,INCOME,BIRTHPLACE,SSN,PASSPORT,ETHNICITY,HEALTHCARE_COVERAGE,Doctor_ID,Address,Cause of Operation
382,P00383,Ms.,Dawn,Justin,Hopkins,M,03/28/1956,69,Married,MO,,4710505591,Yes,Jr.,Asian,,16359,41462,Illinois,438-24-3915,P169334174,Other,8167,D00016,6926 ARMINDA AVE SAINT LOUIS MO 63136-6108 USA,Total Knee Replacement
383,P00384,Dr.,Samuel,Stephanie,Castro,M,01/02/1988,37,Divorced,MO,,1029812709,No,,African American,,15635,77521,California,489-93-5899,P584446488,Black,1505,D00022,1182 MAPLE LN SAINT LOUIS MO 63127-8651 USA,Deep Brain Stimulation (DBS)
384,P00385,Dr.,Rebecca,Paul,Brown,F,11/02/1976,49,Married,MO,,1488180955,Yes,Jr.,Caucasian,,17750,63315,Missouri,478-91-5782,P537966816,White,5783,D00042,2354 MAPLE LN SAINT LOUIS MO 63137-5868 USA,Epidural Anesthesia
385,P00386,Mr.,Sandra,Rafael,Perkins,F,11/10/1968,57,Divorced,MO,,8250163106,No,Sr.,Native American,,12590,78420,California,979-62-6584,P104035057,Asian,6135,D00013,849 ARMINDA AVE SAINT LOUIS MO 63104-6647 USA,Excision of Skin Cancer
386,P00387,Master,Dawn,Brendan,Brown,M,09/17/1995,30,Divorced,MO,,4365905007,Yes,III,Caucasian,,18364,66054,Missouri,984-66-1328,P905340373,Asian,2749,D00021,1743 CATALAN ST SAINT LOUIS MO 63139-4934 USA,Epidural Anesthesia
387,P00388,Master,John,Rafael,Cook,M,01/27/1988,37,Single,MO,,9419137334,No,Sr.,Hispanic,,8442,94570,Kansas,990-76-4356,P894507060,Hispanic or Latino,6438,D00040,6817 ARMINDA AVE SAINT LOUIS MO 63118-8606 USA,CT-guided biopsy
388,P00389,Master,Rebecca,Lynn,Rodriguez,M,10/09/2001,24,Widowed,MO,,2889997464,Yes,,Caucasian,,16499,94628,Texas,426-97-2366,P914924965,Hispanic or Latino,8227,D00034,8177 TORLINA DR SAINT LOUIS MO 63115-5612 USA,CT-guided biopsy
389,P00390,Master,Jennifer,Michael,Brown,F,11/02/1958,67,Married,MO,,7118489595,No,,Asian,,13301,36782,Texas,638-74-8664,P162267289,Other,7985,D00007,3887 CATALAN ST SAINT LOUIS MO 63139-2649 USA,Coronary Artery Bypass Grafting (CABG)
390,P00391,Mrs.,Benjamin,Paul,Davis,F,06/20/1964,61,Married,MO,,1753723829,No,Sr.,Native American,,9632,98324,Missouri,941-99-3854,P147539547,White,8445,D00043,8037 BROADWAY ST SAINT LOUIS MO 63119-6485 USA,Total Knee Replacement
391,P00392,Master,Kathryn,Justin,Castro,M,01/24/1965,60,Divorced,MO,,8307604735,Yes,,Caucasian,,11423,67547,Kansas,625-91-7174,P824764337,White,8400,D00040,1969 BROADWAY ST SAINT LOUIS MO 63120-6266 USA,CT-guided biopsy
392,P00393,Mrs.,Kathryn,Melissa,Cook,F,03/27/1976,49,Single,MO,,1537838805,Yes,III,Caucasian,,16600,33991,Kansas,556-61-8947,P919133724,Black,4960,D00017,88 CATALAN ST SAINT LOUIS MO 63103-7675 USA,Colonoscopy
393,P00394,Ms.,Kathryn,Lynn,Berg,M,06/16/1985,40,Married,MO,,1632494259,No,Jr.,Asian,,16920,99386,Texas,163-35-1836,P675478159,Black,2954,D00036,3587 CARDINAL WAY APT 2501 SAINT LOUIS MO 63117-3811 USA,Excision of Skin Cancer
394,P00395,Mr.,Benjamin,Michael,Berg,F,06/15/1965,60,Married,MO,,9189198894,No,Jr.,African American,,12221,95333,Texas,257-10-7703,P607232124,Black,1796,D00020,2780 TORLINA DR SAINT LOUIS MO 63124-3936 USA,Deep Brain Stimulation (DBS)
395,P00396,Dr.,Benjamin,Julian,Castro,F,05/28/1973,52,Married,MO,,2209019774,No,Sr.,Caucasian,,9173,35358,Missouri,871-79-5357,P582694696,Hispanic or Latino,2297,D00023,2988 BROADWAY ST SAINT LOUIS MO 63121-1463 USA,Pediatric Hernia Repair
396,P00397,Mr.,Sandra,Brendan,Cook,M,04/16/1983,42,Single,MO,,9986324680,No,Sr.,Asian,,7327,92727,Missouri,940-25-5546,P181193668,Other,6366,D00045,2243 MAPLE LN SAINT LOUIS MO 63119-8829 USA,Appendectomy
397,P00398,Master,Jennifer,Lynn,Wright,F,06/09/1965,60,Married,MO,,7903745946,Yes,III,African American,,9853,93472,Kansas,695-73-3077,P981902517,Hispanic or Latino,41,D00035,2619 LINDENWOOD AVE SAINT LOUIS MO 63137-2743 USA,Electroconvulsive Therapy (ECT)
398,P00399,Mrs.,Samuel,Brendan,Brown,F,04/05/1998,27,Widowed,MO,,5070744989,No,Jr.,Hispanic,,13430,60200,Kansas,835-70-4186,P111173809,Black,9882,D00029,1845 BROADWAY ST SAINT LOUIS MO 63102-5827 USA,Appendectomy
399,P00400,Mr.,Angela,Rafael,Brown,M,11/24/1989,36,Widowed,MO,,2362961058,No,III,Native American,,13540,51294,California,234-17-5471,P209876464,Other,4596,D00048,4663 HICKORY RD SAINT LOUIS MO 63122-6672 USA,Colonoscopy
400,P00401,Ms.,Scott,Lynn,Davis,M,12/28/2005,20,Single,MO,,2730654040,Yes,III,Native American,,13813,60783,California,670-95-3331,P426726961,Black,9893,D00040,3888 PESTALOZZI ST SAINT LOUIS MO 63128-3541 USA,CT-guided biopsy
401,P00402,Master,Benjamin,Paul,Davis,F,01/04/1975,50,Widowed,MO,,6351905561,Yes,Jr.,Asian,,13801,78923,Missouri,684-84-8937,P110495160,Other,6138,D00016,369 MAPLE LN SAINT LOUIS MO 63133-3844 USA,Total Knee Replacement
402,P00403,Mrs.,Benjamin,Paul,Rodriguez,M,02/02/1985,40,Widowed,MO,,4051737070,No,III,Hispanic,,5408,41898,Kansas,456-14-7251,P166510198,Hispanic or Latino,6507,D00037,7047 ARMINDA AVE SAINT LOUIS MO 63116-3867 USA,Deep Brain Stimulation (DBS)
403,P00404,Master,Scott,Julian,Hopkins,F,01/20/1993,32,Married,MO,,4695777619,Yes,Sr.,Native American,,13759,94093,Kansas,802-56-7170,P447303706,White,7163,D00006,7512 ARMINDA AVE SAINT LOUIS MO 63107-5149 USA,CT-guided biopsy
404,P00405,Mrs.,Samuel,Stephanie,Brown,M,06/18/1959,66,Divorced,MO,,2969435411,No,Sr.,Caucasian,,18104,65041,Missouri,441-98-5918,P983498216,Other,1063,D00027,522 HICKORY RD SAINT LOUIS MO 63113-3485 USA,Coronary Artery Bypass Grafting (CABG)
405,P00406,Dr.,Dawn,Melissa,Davis,M,03/27/1990,35,Married,MO,,9563061393,No,III,Caucasian,,8232,91744,Missouri,196-87-5708,P229843413,White,7820,D00014,8028 LINDENWOOD AVE SAINT LOUIS MO 63126-6745 USA,Colonoscopy
406,P00407,Dr.,Jennifer,Julian,Cook,M,09/06/1964,61,Single,MO,,2314740733,Yes,III,Asian,,10014,60584,Texas,933-32-1525,P675221440,Asian,5831,D00031,8408 PINE ST SAINT LOUIS MO 63141-3121 USA,Pediatric Hernia Repair
407,P00408,Mrs.,Sandra,Paul,Berg,F,05/26/1970,55,Married,MO,,6458449959,Yes,,Native American,,13798,86515,California,387-60-9852,P795231348,Other,1290,D00047,9939 PINE ST SAINT LOUIS MO 63116-1013 USA,Deep Brain Stimulation (DBS)
408,P00409,Mr.,Rebecca,Julian,Hopkins,F,06/05/1991,34,Divorced,MO,,6505360961,Yes,,Hispanic,,18534,32639,Missouri,840-89-3146,P364483169,Hispanic or Latino,2587,D00044,3223 PINE ST SAINT LOUIS MO 63116-2412 USA,Epidural Anesthesia
409,P00410,Ms.,Sandra,Paul,Rodriguez,F,04/21/1989,36,Widowed,MO,,1164954779,No,Jr.,Caucasian,,11170,72727,Illinois,608-99-3641,P624897922,Other,9472,D00044,6127 COVINGTON MANOR LN SAINT LOUIS MO 63135-6242 USA,Epidural Anesthesia
410,P00411,Dr.,Samuel,Rafael,Brown,F,01/08/1990,35,Widowed,MO,,7568749987,No,Sr.,Hispanic,,12084,45407,Illinois,165-59-1045,P693088687,Black,1567,D00022,8988 PINE ST SAINT LOUIS MO 63140-3588 USA,Deep Brain Stimulation (DBS)
411,P00412,Master,Benjamin,Julian,Williams,F,10/03/1982,43,Married,MO,,4335544328,Yes,III,Caucasian,,10124,70231,Missouri,830-25-7261,P376180776,White,1837,D00044,9954 PINE ST SAINT LOUIS MO 63114-5676 USA,Epidural Anesthesia
412,P00413,Master,John,Michael,Hopkins,M,12/23/1962,63,Single,MO,,2563649201,Yes,III,Hispanic,,7174,72032,Kansas,128-10-9644,P369680690,Other,2597,D00012,1168 CATALAN ST SAINT LOUIS MO 63103-8971 USA,Excision of Skin Cancer
413,P00414,Ms.,Kathryn,Julian,Brown,M,08/20/1988,37,Single,MO,,7537976004,Yes,III,Caucasian,,17567,45024,Texas,519-66-2342,P139569425,White,4868,D00047,4384 PESTALOZZI ST SAINT LOUIS MO 63137-7156 USA,Deep Brain Stimulation (DBS)
414,P00415,Mrs.,Sandra,Justin,Brown,F,11/12/1981,44,Widowed,MO,,5067153058,No,Sr.,Asian,,10302,61825,California,636-98-3970,P936477178,Other,3155,D00024,4705 MAPLE LN SAINT LOUIS MO 63131-6215 USA,Pediatric Hernia Repair
415,P00416,Ms.,Sandra,Paul,Williams,M,10/09/1996,29,Married,MO,,6844485836,No,,Hispanic,,11590,74631,Missouri,391-86-4169,P495953967,Hispanic or Latino,2213,D00030,3702 TORLINA DR SAINT LOUIS MO 63120-9200 USA,Epidural Anesthesia
416,P00417,Master,Samuel,Melissa,Rodriguez,M,08/14/1960,65,Divorced,MO,,2517871800,Yes,III,Hispanic,,17034,50263,Missouri,282-57-7835,P619254318,Black,3056,D00022,7096 LAFAYETTE AVE SAINT LOUIS MO 63133-3993 USA,Deep Brain Stimulation (DBS)
417,P00418,Ms.,John,Paul,Berg,M,11/17/1986,39,Divorced,MO,,3785095055,Yes,Sr.,Native American,,19245,91059,California,832-42-2331,P363040305,Hispanic or Latino,630,D00033,1622 PINE ST SAINT LOUIS MO 63111-8272 USA,Coronary Artery Bypass Grafting (CABG)
418,P00419,Dr.,Kathryn,Rafael,Brown,M,12/14/1973,52,Widowed,MO,,6672631186,No,Jr.,Native American,,19225,95920,Missouri,663-12-1206,P507049605,Other,7571,D00018,7028 ARMINDA AVE SAINT LOUIS MO 63101-9183 USA,Epidural Anesthesia
419,P00420,Master,Samuel,Justin,Wright,M,03/11/2005,20,Widowed,MO,,7452309781,No,Jr.,Caucasian,,9002,95302,Kansas,112-33-9125,P417817486,Other,4347,D00048,1164 TORLINA DR SAINT LOUIS MO 63112-3987 USA,Colonoscopy
420,P00421,Mrs.,Samuel,Rafael,Davis,M,11/27/1978,47,Single,MO,,9938063659,No,Sr.,Native American,,8413,72487,Kansas,974-86-8213,P104190987,Hispanic or Latino,5698,D00023,3549 ARMINDA AVE SAINT LOUIS MO 63113-4351 USA,Pediatric Hernia Repair
421,P00422,Mrs.,Scott,Lynn,Berg,M,08/27/1997,28,Widowed,MO,,5328904729,Yes,,Asian,,17283,31544,Kansas,544-74-2225,P171269109,Other,3920,D00016,9370 CHASE PARK LN SAINT LOUIS MO 63128-5912 USA,Total Knee Replacement
422,P00423,Dr.,Jennifer,Michael,Perkins,F,11/10/1963,62,Married,MO,,4770362311,Yes,Jr.,Hispanic,,18741,77506,Missouri,962-18-5962,P942375840,White,4900,D00019,7915 CATALAN ST SAINT LOUIS MO 63105-5136 USA,Electroconvulsive Therapy (ECT)
423,P00424,Mr.,Rebecca,Melissa,Cook,M,02/27/1976,49,Widowed,MO,,4635158688,Yes,Sr.,Native American,,16297,94022,California,868-45-6769,P466794120,Hispanic or Latino,6649,D00037,9206 PINE ST SAINT LOUIS MO 63115-8428 USA,Deep Brain Stimulation (DBS)
424,P00425,Dr.,Angela,Stephanie,Rodriguez,M,11/11/1970,55,Married,MO,,6766432999,Yes,Jr.,Caucasian,,9364,46607,Texas,912-37-5686,P717749441,Hispanic or Latino,9956,D00019,1633 MAPLE LN SAINT LOUIS MO 63114-1114 USA,Electroconvulsive Therapy (ECT)
425,P00426,Ms.,Kathryn,Julian,Wright,F,04/11/2003,22,Single,MO,,6781536539,Yes,III,Caucasian,,18106,31538,Illinois,179-10-7292,P662122270,Asian,5673,D00043,4554 CATALAN ST SAINT LOUIS MO 63136-1792 USA,Total Knee Replacement
426,P00427,Mrs.,Angela,Lynn,Hopkins,F,10/20/1997,28,Divorced,MO,,1788342185,No,Sr.,Native American,,9957,77354,Kansas,345-80-6523,P312810577,Asian,9711,D00028,9885 CATALAN ST SAINT LOUIS MO 63127-1860 USA,Pediatric Hernia Repair
427,P00428,Mrs.,Samuel,Justin,Cook,M,08/07/1950,75,Widowed,MO,,5988743795,No,Sr.,Hispanic,,8527,41999,California,361-27-5935,P906253190,Hispanic or Latino,1558,D00003,4386 TORLINA DR SAINT LOUIS MO 63105-1546 USA,Pediatric Hernia Repair
428,P00429,Dr.,John,Melissa,Castro,M,10/25/1976,49,Single,MO,,6013916595,Yes,,Native American,,8052,96051,Kansas,339-10-5247,P299513386,Asian,6519,D00017,51 BROADWAY ST SAINT LOUIS MO 63122-7933 USA,Colonoscopy
429,P00430,Mr.,Dawn,Paul,Castro,F,01/14/1965,60,Married,MO,,7247082068,No,Jr.,Asian,,6424,50688,Kansas,614-27-1934,P696900482,Hispanic or Latino,8061,D00023,8621 COVINGTON MANOR LN SAINT LOUIS MO 63129-8899 USA,Pediatric Hernia Repair
430,P00431,Mr.,Sandra,Justin,Berg,F,06/05/1994,31,Single,MO,,6529599794,Yes,Jr.,Caucasian,,14832,67030,Texas,196-85-3529,P578954012,Hispanic or Latino,9909,D00050,5195 CATALAN ST SAINT LOUIS MO 63102-9715 USA,Colonoscopy
431,P00432,Master,John,Paul,Brown,M,01/17/1959,66,Single,MO,,2457125061,No,Jr.,Hispanic,,11726,83349,Illinois,229-94-3507,P160655055,Black,9584,D00047,9471 LAFAYETTE AVE SAINT LOUIS MO 63135-2142 USA,Deep Brain Stimulation (DBS)
432,P00433,Master,Samuel,Leslie,Castro,M,05/14/1985,40,Widowed,MO,,1091359680,No,III,Hispanic,,14871,39008,California,684-31-8165,P663250108,White,7103,D00007,6050 PESTALOZZI ST SAINT LOUIS MO 63129-4988 USA,Coronary Artery Bypass Grafting (CABG)
433,P00434,Mr.,Benjamin,Julian,Williams,F,12/19/1958,67,Divorced,MO,,8093528231,Yes,,Asian,,5936,82725,California,290-82-3258,P536534064,Hispanic or Latino,8651,D00026,2776 CARDINAL WAY APT 2501 SAINT LOUIS MO 63112-7463 USA,Total Knee Replacement
434,P00435,Dr.,John,Rafael,Hopkins,F,01/10/2005,20,Divorced,MO,,3170508055,No,Sr.,African American,,19177,40295,Illinois,692-82-1732,P397153410,Other,1163,D00037,2245 MAPLE LN SAINT LOUIS MO 63135-6471 USA,Deep Brain Stimulation (DBS)
435,P00436,Mr.,Dawn,Melissa,Davis,F,09/24/1953,72,Widowed,MO,,2150689584,No,Sr.,African American,,6071,57085,Illinois,789-57-4993,P604081799,Hispanic or Latino,258,D00011,193 PESTALOZZI ST SAINT LOUIS MO 63129-7576 USA,Epidural Anesthesia
436,P00437,Ms.,Benjamin,Justin,Berg,F,04/02/1994,31,Married,MO,,2760582511,No,Sr.,Asian,,8117,68706,Kansas,843-93-3320,P121756117,Hispanic or Latino,9759,D00006,2150 TORLINA DR SAINT LOUIS MO 63102-1724 USA,CT-guided biopsy
437,P00438,Ms.,Angela,Lynn,Brown,F,02/25/1982,43,Divorced,MO,,1921990854,No,,Hispanic,,5059,35982,California,458-31-8818,P602833259,Asian,6572,D00003,5531 ARMINDA AVE SAINT LOUIS MO 63123-7158 USA,Pediatric Hernia Repair
438,P00439,Ms.,Jennifer,Stephanie,Castro,M,12/12/1977,48,Single,MO,,1335533733,No,Jr.,Hispanic,,9444,51749,Texas,812-63-9470,P665327806,White,8723,D00046,8123 PINE ST SAINT LOUIS MO 63116-1387 USA,Electroconvulsive Therapy (ECT)
439,P00440,Mrs.,Angela,Justin,Brown,M,06/09/1982,43,Married,MO,,6046949363,Yes,III,Caucasian,,6913,69566,Illinois,918-51-4936,P692243931,Hispanic or Latino,9768,D00017,1737 LINDENWOOD AVE SAINT LOUIS MO 63103-7793 USA,Colonoscopy
440,P00441,Master,Sandra,Julian,Perkins,F,03/24/1989,36,Widowed,MO,,8771356377,Yes,Jr.,Native American,,13583,83947,Illinois,263-89-8236,P341276378,Asian,9280,D00034,1337 CHASE PARK LN SAINT LOUIS MO 63101-4756 USA,CT-guided biopsy
441,P00442,Dr.,John,Justin,Berg,F,09/27/1970,55,Single,MO,,8206867160,Yes,,Caucasian,,17908,37479,California,950-53-7578,P251398169,Other,2985,D00032,4086 CHASE PARK LN SAINT LOUIS MO 63123-3048 USA,Coronary Artery Bypass Grafting (CABG)
442,P00443,Master,Dawn,Lynn,Perkins,M,07/07/1980,45,Married,MO,,8592434998,Yes,III,African American,,15581,75988,Kansas,176-16-9219,P667041636,Other,2010,D00028,1514 LAFAYETTE AVE SAINT LOUIS MO 63123-4259 USA,Pediatric Hernia Repair
443,P00444,Master,Jennifer,Melissa,Hopkins,M,07/06/1972,53,Widowed,MO,,8957982427,Yes,,Caucasian,,15104,86556,Texas,234-58-2475,P104506588,Asian,380,D00009,7506 LINDENWOOD AVE SAINT LOUIS MO 63124-6883 USA,Electroconvulsive Therapy (ECT)
444,P00445,Mrs.,Jennifer,Stephanie,Rodriguez,M,03/23/1957,68,Single,MO,,1622173866,No,Sr.,Hispanic,,6811,31712,Kansas,277-36-2532,P298657507,Hispanic or Latino,3364,D00006,5842 COVINGTON MANOR LN SAINT LOUIS MO 63135-9520 USA,CT-guided biopsy
445,P00446,Mr.,Rebecca,Brendan,Davis,M,10/04/1976,49,Married,MO,,6390047324,No,III,Native American,,9709,67822,California,784-59-7118,P178484150,Asian,7490,D00050,1191 PINE ST SAINT LOUIS MO 63121-6972 USA,Colonoscopy
446,P00447,Mr.,Kathryn,Justin,Davis,F,08/18/1991,34,Married,MO,,8524779714,No,Sr.,African American,,6766,51960,Illinois,492-91-6614,P349619192,Other,8335,D00030,6000 HICKORY RD SAINT LOUIS MO 63101-2787 USA,Epidural Anesthesia
447,P00448,Dr.,Jennifer,Justin,Perkins,M,01/05/2004,21,Widowed,MO,,9344949236,No,Jr.,Asian,,9466,38792,Texas,660-37-1435,P999646513,Other,3685,D00044,3200 MAPLE LN SAINT LOUIS MO 63130-1589 USA,Epidural Anesthesia
448,P00449,Mr.,Sandra,Lynn,Berg,F,10/21/1964,61,Widowed,MO,,9095849835,No,Jr.,Hispanic,,13750,34744,Illinois,901-35-6328,P149757281,Asian,1305,D00034,9146 TORLINA DR SAINT LOUIS MO 63135-6977 USA,CT-guided biopsy
449,P00450,Dr.,Rebecca,Justin,Cook,M,01/07/1988,37,Divorced,MO,,9708890400,No,,Native American,,7556,98101,Kansas,285-88-2324,P930283650,Black,1348,D00042,5054 BROADWAY ST SAINT LOUIS MO 63101-7407 USA,Epidural Anesthesia
450,P00451,Ms.,Kathryn,Julian,Perkins,M,11/03/1983,42,Widowed,MO,,3759710825,Yes,Jr.,Native American,,7070,45898,California,870-79-6779,P822360511,Other,4794,D00044,9472 BROADWAY ST SAINT LOUIS MO 63103-9010 USA,Epidural Anesthesia
451,P00452,Dr.,Benjamin,Justin,Castro,M,08/07/1980,45,Divorced,MO,,9622153798,No,Jr.,Native American,,18180,32895,California,717-35-8186,P669804272,Black,2344,D00041,9295 COVINGTON MANOR LN SAINT LOUIS MO 63126-5695 USA,Epidural Anesthesia
452,P00453,Master,Samuel,Michael,Rodriguez,M,01/25/2005,20,Married,MO,,6819050672,No,,Caucasian,,6425,98756,Illinois,438-91-3285,P852384858,Other,3502,D00001,6289 BROADWAY ST SAINT LOUIS MO 63106-7696 USA,CT-guided biopsy
453,P00454,Mr.,Samuel,Melissa,Rodriguez,F,04/18/1967,58,Married,MO,,5336977980,No,III,African American,,13275,83812,Kansas,950-11-9163,P370565406,White,3426,D00046,8121 MAPLE LN SAINT LOUIS MO 63113-7679 USA,Electroconvulsive Therapy (ECT)
454,P00455,Mrs.,Benjamin,Brendan,Wright,M,06/15/1966,59,Married,MO,,2087110764,Yes,Jr.,Asian,,14244,90941,Kansas,975-41-7713,P702419629,Asian,7885,D00024,9591 CARDINAL WAY APT 2501 SAINT LOUIS MO 63126-2804 USA,Pediatric Hernia Repair
455,P00456,Mrs.,Angela,Rafael,Brown,F,06/07/2004,21,Divorced,MO,,7087563857,Yes,Jr.,Hispanic,,5204,41793,Illinois,410-43-7190,P911530594,Hispanic or Latino,1313,D00041,6665 PINE ST SAINT LOUIS MO 63106-5897 USA,Epidural Anesthesia
456,P00457,Dr.,Dawn,Stephanie,Davis,F,11/23/2005,20,Divorced,MO,,4610173155,No,Sr.,African American,,13350,94174,Illinois,898-30-9950,P492839637,Other,9716,D00048,3986 PESTALOZZI ST SAINT LOUIS MO 63120-4646 USA,Colonoscopy
457,P00458,Master,Angela,Leslie,Cook,M,02/01/1964,61,Married,MO,,2013410428,Yes,III,Native American,,11293,83175,Kansas,625-78-9292,P572169210,Hispanic or Latino,3780,D00047,7033 LAFAYETTE AVE SAINT LOUIS MO 63141-5572 USA,Deep Brain Stimulation (DBS)
458,P00459,Dr.,Dawn,Stephanie,Perkins,F,10/19/2001,24,Divorced,MO,,7555368436,Yes,Sr.,Asian,,9887,62374,Illinois,838-53-7912,P329000083,Other,3651,D00029,6686 BROADWAY ST SAINT LOUIS MO 63119-6275 USA,Appendectomy
459,P00460,Mrs.,Scott,Paul,Wright,M,08/23/1963,62,Widowed,MO,,3809732349,No,Sr.,Native American,,11480,45081,Missouri,155-86-9124,P857497022,Hispanic or Latino,5825,D00034,610 TORLINA DR SAINT LOUIS MO 63111-7598 USA,CT-guided biopsy
460,P00461,Dr.,Jennifer,Stephanie,Perkins,M,09/28/1994,31,Widowed,MO,,9087960843,Yes,III,Hispanic,,18911,75423,Texas,552-56-8154,P929357791,Asian,346,D00008,3127 LINDENWOOD AVE SAINT LOUIS MO 63105-9033 USA,Pediatric Hernia Repair
461,P00462,Mr.,Rebecca,Rafael,Davis,F,12/14/1991,34,Divorced,MO,,3482292479,No,Jr.,Native American,,9872,33254,Texas,336-68-9453,P401222545,Black,7209,D00042,426 ARMINDA AVE SAINT LOUIS MO 63140-7094 USA,Epidural Anesthesia
462,P00463,Mrs.,Jennifer,Melissa,Cook,F,05/19/1988,37,Divorced,MO,,5682683334,No,,Caucasian,,19307,79817,Texas,777-92-7137,P502671139,Other,1348,D00038,5023 CHASE PARK LN SAINT LOUIS MO 63112-8003 USA,Excision of Skin Cancer
463,P00464,Mr.,Angela,Lynn,Wright,F,12/15/1986,39,Divorced,MO,,6671221402,Yes,,African American,,19668,93055,Illinois,627-53-5276,P169063392,Hispanic or Latino,30,D00017,996 LINDENWOOD AVE SAINT LOUIS MO 63115-6330 USA,Colonoscopy
464,P00465,Ms.,Dawn,Rafael,Berg,M,04/24/1979,46,Single,MO,,5746542457,No,Sr.,Hispanic,,19076,79424,Illinois,818-62-2519,P665337740,Black,1088,D00018,5892 BROADWAY ST SAINT LOUIS MO 63138-8500 USA,Epidural Anesthesia
465,P00466,Dr.,Angela,Justin,Cook,M,06/17/1956,69,Single,MO,,4749779767,Yes,Sr.,Hispanic,,7301,54747,Illinois,799-48-5596,P166124260,Hispanic or Latino,3069,D00046,7926 BROADWAY ST SAINT LOUIS MO 63118-4783 USA,Electroconvulsive Therapy (ECT)
466,P00467,Master,Jennifer,Leslie,Perkins,M,12/26/2001,24,Divorced,MO,,8335695739,No,,Caucasian,,19636,78299,Texas,523-97-5448,P579825009,Hispanic or Latino,1607,D00038,2193 LINDENWOOD AVE SAINT LOUIS MO 63134-4708 USA,Excision of Skin Cancer
467,P00468,Ms.,Dawn,Brendan,Berg,F,10/17/1955,70,Widowed,MO,,1875679046,No,Jr.,Caucasian,,11947,54872,Texas,627-35-6455,P581950709,Black,4265,D00006,5988 CHASE PARK LN SAINT LOUIS MO 63138-8231 USA,CT-guided biopsy
468,P00469,Mrs.,Dawn,Paul,Brown,F,03/04/1959,66,Single,MO,,8841388949,No,,Hispanic,,8802,78268,Illinois,182-40-5913,P374629330,Black,1441,D00013,1057 CATALAN ST SAINT LOUIS MO 63133-6342 USA,Excision of Skin Cancer
469,P00470,Ms.,Scott,Michael,Brown,M,08/05/1998,27,Divorced,MO,,4347820176,No,,African American,,16806,39291,Missouri,752-10-4099,P383189207,Asian,1306,D00041,6710 CHASE PARK LN SAINT LOUIS MO 63140-8317 USA,Epidural Anesthesia
470,P00471,Dr.,John,Julian,Williams,F,04/17/1980,45,Divorced,MO,,9039551415,No,,Caucasian,,17528,42028,Kansas,131-58-4549,P719373152,White,4088,D00005,6263 TORLINA DR SAINT LOUIS MO 63138-6937 USA,Epidural Anesthesia
471,P00472,Master,Kathryn,Michael,Berg,F,09/20/1976,49,Divorced,MO,,4382900897,No,Jr.,Caucasian,,7470,63122,Illinois,913-13-2934,P741877478,Hispanic or Latino,6415,D00006,9915 CATALAN ST SAINT LOUIS MO 63136-5694 USA,CT-guided biopsy
472,P00473,Ms.,John,Michael,Williams,M,10/13/1971,54,Widowed,MO,,1283778082,No,Sr.,Caucasian,,9627,72374,California,518-43-1696,P501787069,Other,9095,D00005,1498 CATALAN ST SAINT LOUIS MO 63129-1682 USA,Epidural Anesthesia
473,P00474,Mr.,Scott,Stephanie,Perkins,F,02/12/1990,35,Single,MO,,8869647676,No,Sr.,Caucasian,,8745,86549,Texas,163-95-7301,P266165911,Other,9687,D00045,2444 LAFAYETTE AVE SAINT LOUIS MO 63127-1687 USA,Appendectomy
474,P00475,Dr.,Angela,Julian,Cook,F,12/07/1953,72,Single,MO,,9056989596,Yes,Jr.,Asian,,19042,86846,Kansas,553-75-4093,P358356793,Hispanic or Latino,506,D00027,1574 PESTALOZZI ST SAINT LOUIS MO 63133-4767 USA,Coronary Artery Bypass Grafting (CABG)
475,P00476,Ms.,Jennifer,Rafael,Castro,M,07/28/1995,30,Single,MO,,5471309491,Yes,III,Hispanic,,10533,78060,Missouri,619-93-2466,P714225241,Black,8737,D00004,1232 COVINGTON MANOR LN SAINT LOUIS MO 63111-6283 USA,CT-guided biopsy
476,P00477,Ms.,Jennifer,Rafael,Cook,F,11/01/1977,48,Widowed,MO,,6399696082,Yes,,Asian,,18587,89283,Illinois,107-33-2210,P429170789,Other,1991,D00039,3045 CARDINAL WAY APT 2501 SAINT LOUIS MO 63103-3672 USA,Coronary Artery Bypass Grafting (CABG)
477,P00478,Dr.,Kathryn,Paul,Brown,M,01/19/1969,56,Single,MO,,9482925619,Yes,Sr.,Asian,,13409,96799,California,676-72-2036,P572843153,Asian,5403,D00044,6480 PESTALOZZI ST SAINT LOUIS MO 63127-7748 USA,Epidural Anesthesia
478,P00479,Dr.,Sandra,Rafael,Wright,F,11/24/1988,37,Divorced,MO,,9882128163,Yes,,Hispanic,,14237,66962,California,123-47-3021,P355571256,Black,7681,D00044,452 BROADWAY ST SAINT LOUIS MO 63123-8995 USA,Epidural Anesthesia
479,P00480,Mr.,Rebecca,Leslie,Castro,M,07/06/1999,26,Widowed,MO,,7160451701,No,Sr.,Caucasian,,19796,39147,California,436-68-4519,P986689329,Hispanic or Latino,8851,D00043,601 CHASE PARK LN SAINT LOUIS MO 63124-8307 USA,Total Knee Replacement
